Year,HOUR-PST,Avg Global Horizontal [W/m^2],,Grid Elecricity Price（$/kWh）
2016,14,849.6399,825,0.06
2016,15,720.0365,725,0.06
2016,16,556.1111,575,0.06
2016,17,327.0042,325,0.09
2016,18,120.6564,125,0.09
2016,19,2.161,25,0.09
2016,20,0,0,0.09
2016,21,0,0,0.09
2016,22,0,0,0.06
2016,23,0,0,0.06
2016,0,0,0,0.06
2016,1,0.1508,25,0.06
2016,2,0.0216,25,0.06
2016,3,0.0015,25,0.06
2016,4,0.0015,25,0.06
2016,5,0.0015,25,0.06
2016,6,4.0121,25,0.06
2016,7,131.1858,125,0.06
2016,8,331.4223,325,0.06
2016,9,537.7558,525,0.06
2016,10,714.6678,725,0.06
2016,11,849.0671,825,0.06
2016,12,919.8095,925,0.06
2016,13,923.8121,925,0.06
2016,14,855.5977,875,0.06
2016,15,724.4293,725,0.06
2016,16,550.2518,575,0.06
2016,17,320.7349,325,0.09
2016,18,58.3016,75,0.09
2016,19,1.246,25,0.09
2016,20,0,0,0.09
2016,21,0,0,0.09
2016,22,0,0,0.06
2016,23,0.0008,25,0.06
2016,0,0,0,0.06
2016,1,0.0008,25,0.06
2016,2,0.2597,25,0.06
2016,3,0,0,0.06
2016,4,0,0,0.06
2016,5,0,0,0.06
2016,6,4.2251,25,0.06
2016,7,77.2296,75,0.06
2016,8,205.7985,225,0.06
2016,9,492.5358,475,0.06
2016,10,495.6508,475,0.06
2016,11,775.4732,775,0.06
2016,12,857.1739,875,0.06
2016,13,812.0331,825,0.06
2016,14,812.3513,825,0.06
2016,15,726.5509,725,0.06
2016,16,546.8356,525,0.06
2016,17,340.1264,325,0.09
2016,18,122.9298,125,0.09
2016,19,2.6456,25,0.09
2016,20,0,0,0.09
2016,21,0,0,0.09
2016,22,0,0,0.06
2016,23,0,0,0.06
2016,0,0,0,0.06
2016,1,0,0,0.06
2016,2,0,0,0.06
2016,3,0,0,0.06
2016,4,0,0,0.06
2016,5,0,0,0.06
2016,6,5.6589,25,0.06
2016,7,114.5686,125,0.06
2016,8,347.9429,325,0.06
2016,9,551.7794,575,0.06
2016,10,724.5059,725,0.06
2016,11,852.2649,875,0.06
2016,12,915.8538,925,0.06
2016,13,911.1694,925,0.06
2016,14,842.0989,825,0.06
2016,15,716.1419,725,0.06
2016,16,539.2989,525,0.06
2016,17,334.1928,325,0.09
2016,18,122.3471,125,0.09
2016,19,3.7887,25,0.09
2016,20,0,0,0.09
2016,21,0,0,0.09
2016,22,0,0,0.06
2016,23,0,0,0.06
2016,0,0,0,0.06
2016,1,0,0,0.06
2016,2,0,0,0.06
2016,3,0,0,0.06
2016,4,0,0,0.06
2016,5,0.0008,25,0.06
2016,6,7.1067,25,0.06
2016,7,147.137,125,0.06
2016,8,363.4497,375,0.06
2016,9,569.2766,575,0.06
2016,10,740.9587,725,0.06
2016,11,869.0766,875,0.06
2016,12,931.6584,925,0.06
2016,13,927.5738,925,0.06
2016,14,854.6991,875,0.06
2016,15,723.1359,725,0.06
2016,16,549.9,525,0.06
2016,17,345.4621,325,0.09
2016,18,129.4829,125,0.09
2016,19,3.5676,25,0.09
2016,20,0.0409,25,0.09
2016,21,0.0278,25,0.09
2016,22,0.085,25,0.06
2016,23,0,0,0.06
2016,0,0,0,0.06
2016,1,0,0,0.06
2016,2,0.1136,25,0.06
2016,3,0,0,0.06
2016,4,0.0093,25,0.06
2016,5,0,0,0.06
2016,6,8.4623,25,0.06
2016,7,154.9559,175,0.06
2016,8,372.42,375,0.06
2016,9,579.8821,575,0.06
2016,10,750.4372,775,0.06
2016,11,874.7655,875,0.06
2016,12,942.2506,925,0.06
2016,13,938.4352,925,0.06
2016,14,868.4239,875,0.06
2016,15,736.1949,725,0.06
2016,16,563.7977,575,0.06
2016,17,357.9006,375,0.09
2016,18,139.1362,125,0.09
2016,19,4.5668,25,0.09
2016,20,0.0572,25,0.09
2016,21,0.1143,25,0.09
2016,22,0.1445,25,0.06
2016,23,0.2086,25,0.06
2016,0,0.092,25,0.06
2016,1,0.058,25,0.06
2016,2,0.1569,25,0.06
2016,3,0,0,0.06
2016,4,0.1082,25,0.06
2016,5,0.0997,25,0.06
2016,6,9.2261,25,0.06
2016,7,156.0723,175,0.06
2016,8,361.1853,375,0.06
2016,9,580.5767,575,0.06
2016,10,734.1114,725,0.06
2016,11,836.813,825,0.06
2016,12,955.6026,975,0.06
2016,13,942.5435,925,0.06
2016,14,837.8396,825,0.06
2016,15,735.9739,725,0.06
2016,16,582.0213,575,0.06
2016,17,365.9637,375,0.09
2016,18,132.9147,125,0.09
2016,19,3.5389,25,0.09
2016,20,0.1082,25,0.09
2016,21,0.1468,25,0.09
2016,22,0.0981,25,0.06
2016,23,0.1005,25,0.06
2016,0,0.1546,25,0.06
2016,1,0.0077,25,0.06
2016,2,0.007,25,0.06
2016,3,0.0162,25,0.06
2016,4,0,0,0.06
2016,5,0.0031,25,0.06
2016,6,6.7864,25,0.06
2016,7,94.5116,75,0.06
2016,8,352.3058,375,0.06
2016,9,496.4368,475,0.06
2016,10,750.5422,775,0.06
2016,11,854.8549,875,0.06
2016,12,978.2856,975,0.06
2016,13,980.1994,975,0.06
2016,14,903.1121,925,0.06
2016,15,762.8823,775,0.06
2016,16,582.7019,575,0.06
2016,17,377.5594,375,0.09
2016,18,118.572,125,0.09
2016,19,7.1003,25,0.09
2016,20,0.0131,25,0.09
2016,21,0.0232,25,0.09
2016,22,0,0,0.06
2016,23,0,0,0.06
2016,0,0,0,0.06
2016,1,0,0,0.06
2016,2,0,0,0.06
2016,3,0,0,0.06
2016,4,0,0,0.06
2016,5,0,0,0.06
2016,6,7.2803,25,0.06
2016,7,78.9306,75,0.06
2016,8,251.1925,275,0.06
2016,9,578.9669,575,0.06
2016,10,775.1008,775,0.06
2016,11,889.5011,875,0.06
2016,12,868.7621,875,0.06
2016,13,733.3688,725,0.06
2016,14,550.3411,575,0.06
2016,15,371.2104,375,0.06
2016,16,282.2819,275,0.06
2016,17,193.1885,175,0.09
2016,18,70.6194,75,0.09
2016,19,2.9612,25,0.09
2016,20,0.1561,25,0.09
2016,21,0.092,25,0.09
2016,22,0.0672,25,0.06
2016,23,0,0,0.06
2016,0,0,0,0.06
2016,1,0.1306,25,0.06
2016,2,0,0,0.06
2016,3,0.0471,25,0.06
2016,4,0,0,0.06
2016,5,0.0556,25,0.06
2016,6,8.2414,25,0.06
2016,7,94.1305,75,0.06
2016,8,380.605,375,0.06
2016,9,585.1316,575,0.06
2016,10,757.6212,775,0.06
2016,11,880.5614,875,0.06
2016,12,952.0285,975,0.06
2016,13,939.7932,925,0.06
2016,14,876.3621,875,0.06
2016,15,746.0982,725,0.06
2016,16,571.0172,575,0.06
2016,17,343.8884,325,0.09
2016,18,107.31,125,0.09
2016,19,4.039,25,0.09
2016,20,0.1275,25,0.09
2016,21,0,0,0.09
2016,22,0,0,0.06
2016,23,0,0,0.06
2016,0,0,0,0.06
2016,1,0,0,0.06
2016,2,0,0,0.06
2016,3,0,0,0.06
2016,4,0.1894,25,0.06
2016,5,0.0193,25,0.06
2016,6,5.037,25,0.06
2016,7,62.4065,75,0.06
2016,8,300.4947,325,0.06
2016,9,324.371,325,0.06
2016,10,586.8416,575,0.06
2016,11,871.2164,875,0.06
2016,12,924.0251,925,0.06
2016,13,920.1438,925,0.06
2016,14,846.7276,825,0.06
2016,15,714.3912,725,0.06
2016,16,538.7898,525,0.06
2016,17,344.7728,325,0.09
2016,18,130.99,125,0.09
2016,19,4.8304,25,0.09
2016,20,0,0,0.09
2016,21,0,0,0.09
2016,22,0,0,0.06
2016,23,0.2805,25,0.06
2016,0,0.0726,25,0.06
2016,1,0,0,0.06
2016,2,0.1275,25,0.06
2016,3,0,0,0.06
2016,4,0,0,0.06
2016,5,0,0,0.06
2016,6,8.6867,25,0.06
2016,7,121.8924,125,0.06
2016,8,358.169,375,0.06
2016,9,351.9678,375,0.06
2016,10,576.2912,575,0.06
2016,11,802.6295,825,0.06
2016,12,826.1241,825,0.06
2016,13,927.99,925,0.06
2016,14,860.4842,875,0.06
2016,15,719.9105,725,0.06
2016,16,548.3821,525,0.06
2016,17,339.0466,325,0.09
2016,18,131.6112,125,0.09
2016,19,6.5332,25,0.09
2016,20,0.0765,25,0.09
2016,21,0.0147,25,0.09
2016,22,0,0,0.06
2016,23,0,0,0.06
2016,0,0,0,0.06
2016,1,0,0,0.06
2016,2,0,0,0.06
2016,3,0,0,0.06
2016,4,0.0812,25,0.06
2016,5,0,0,0.06
2016,6,16.5534,25,0.06
2016,7,165.7905,175,0.06
2016,8,381.9051,375,0.06
2016,9,590.4068,575,0.06
2016,10,765.6161,775,0.06
2016,11,888.5434,875,0.06
2016,12,949.1398,925,0.06
2016,13,944.4636,925,0.06
2016,14,870.3254,875,0.06
2016,15,736.4038,725,0.06
2016,16,564.3607,575,0.06
2016,17,359.522,375,0.09
2016,18,142.9869,125,0.09
2016,19,5.0498,25,0.09
2016,20,0.0834,25,0.09
2016,21,0.1553,25,0.09
2016,22,0,0,0.06
2016,23,0,0,0.06
2016,0,0,0,0.06
2016,1,0,0,0.06
2016,2,0,0,0.06
2016,3,0.0572,25,0.06
2016,4,0.0541,25,0.06
2016,5,0,0,0.06
2016,6,5.0068,25,0.06
2016,7,51.2623,75,0.06
2016,8,162.5177,175,0.06
2016,9,463.6253,475,0.06
2016,10,473.0679,475,0.06
2016,11,792.0241,775,0.06
2016,12,961.7942,975,0.06
2016,13,850.2544,875,0.06
2016,14,764.8521,775,0.06
2016,15,743.4188,725,0.06
2016,16,476.227,475,0.06
2016,17,176.8216,175,0.09
2016,18,97.6103,75,0.09
2016,19,4.5996,25,0.09
2016,20,0,0,0.09
2016,21,0,0,0.09
2016,22,0,0,0.06
2016,23,0,0,0.06
2016,0,0,0,0.06
2016,1,0,0,0.06
2016,2,0.0943,25,0.06
2016,3,0,0,0.06
2016,4,0.102,25,0.06
2016,5,0,0,0.06
2016,6,5.5904,25,0.06
2016,7,63.0166,75,0.06
2016,8,245.2727,225,0.06
2016,9,548.169,525,0.06
2016,10,757.0454,775,0.06
2016,11,879.335,875,0.06
2016,12,938.3938,925,0.06
2016,13,930.0622,925,0.06
2016,14,854.7551,875,0.06
2016,15,719.7589,725,0.06
2016,16,539.3681,525,0.06
2016,17,340.6747,325,0.09
2016,18,127.4214,125,0.09
2016,19,6.4494,25,0.09
2016,20,0.1298,25,0.09
2016,21,0,0,0.09
2016,22,0,0,0.06
2016,23,0.0479,25,0.06
2016,0,0.0897,25,0.06
2016,1,0,0,0.06
2016,2,0,0,0.06
2016,3,0,0,0.06
2016,4,0,0,0.06
2016,5,0,0,0.06
2016,6,11.2206,25,0.06
2016,7,61.1947,75,0.06
2016,8,148.848,125,0.06
2016,9,431.2497,425,0.06
2016,10,418.903,425,0.06
2016,11,665.6268,675,0.06
2016,12,770.5691,775,0.06
2016,13,658.7899,675,0.06
2016,14,648.343,625,0.06
2016,15,613.5686,625,0.06
2016,16,328.0359,325,0.06
2016,17,194.5598,175,0.09
2016,18,66.4111,75,0.09
2016,19,3.1101,25,0.09
2016,20,0,0,0.09
2016,21,0,0,0.09
2016,22,0.1352,25,0.06
2016,23,0.0425,25,0.06
2016,0,0.119,25,0.06
2016,1,0.1267,25,0.06
2016,2,0.0193,25,0.06
2016,3,0.1306,25,0.06
2016,4,0.085,25,0.06
2016,5,0.0062,25,0.06
2016,6,13.1725,25,0.06
2016,7,90.138,75,0.06
2016,8,169.4463,175,0.06
2016,9,387.7793,375,0.06
2016,10,599.9791,575,0.06
2016,11,698.2767,675,0.06
2016,12,702.5652,725,0.06
2016,13,491.544,475,0.06
2016,14,548.2363,525,0.06
2016,15,700.7374,725,0.06
2016,16,544.8972,525,0.06
2016,17,311.4307,325,0.09
2016,18,146.8423,125,0.09
2016,19,8.0547,25,0.09
2016,20,0.1669,25,0.09
2016,21,0.1785,25,0.09
2016,22,0.0912,25,0.06
2016,23,0,0,0.06
2016,0,0,0,0.06
2016,1,0.0611,25,0.06
2016,2,0,0,0.06
2016,3,0,0,0.06
2016,4,0,0,0.06
2016,5,0.0634,25,0.06
2016,6,20.8337,25,0.06
2016,7,161.3,175,0.06
2016,8,360.3147,375,0.06
2016,9,568.082,575,0.06
2016,10,662.4562,675,0.06
2016,11,802.7391,825,0.06
2016,12,885.5095,875,0.06
2016,13,824.3361,825,0.06
2016,14,845.7208,825,0.06
2016,15,723.5071,725,0.06
2016,16,501.7583,525,0.06
2016,17,344.1441,325,0.09
2016,18,135.5887,125,0.09
2016,19,8.1227,25,0.09
2016,20,0,0,0.09
2016,21,0.0348,25,0.09
2016,22,0.0155,25,0.06
2016,23,0,0,0.06
2016,0,0,0,0.06
2016,1,0.1762,25,0.06
2016,2,0.2589,25,0.06
2016,3,0.1855,25,0.06
2016,4,0,0,0.06
2016,5,0,0,0.06
2016,6,23.992,25,0.06
2016,7,164.8054,175,0.06
2016,8,349.7325,325,0.06
2016,9,581.0924,575,0.06
2016,10,757.5174,775,0.06
2016,11,880.3439,875,0.06
2016,12,936.7127,925,0.06
2016,13,928.8637,925,0.06
2016,14,856.3014,875,0.06
2016,15,723.0115,725,0.06
2016,16,551.9244,575,0.06
2016,17,352.9578,375,0.09
2016,18,143.1676,125,0.09
2016,19,9.2542,25,0.09
2016,20,0.0116,25,0.09
2016,21,0.0634,25,0.09
2016,22,0,0,0.06
2016,23,0,0,0.06
2016,0,0.0433,25,0.06
2016,1,0,0,0.06
2016,2,0,0,0.06
2016,3,0.1716,25,0.06
2016,4,0.2396,25,0.06
2016,5,0.0271,25,0.06
2016,6,12.1374,25,0.06
2016,7,48.3142,25,0.06
2016,8,142.9748,125,0.06
2016,9,562.6319,575,0.06
2016,10,764.5143,775,0.06
2016,11,884.7108,875,0.06
2016,12,935.9228,925,0.06
2016,13,897.0927,875,0.06
2016,14,855.0142,875,0.06
2016,15,707.7293,725,0.06
2016,16,464.4774,475,0.06
2016,17,333.6149,325,0.09
2016,18,83.3457,75,0.09
2016,19,5.3928,25,0.09
2016,20,0.0324,25,0.09
2016,21,0,0,0.09
2016,22,0.0039,25,0.06
2016,23,0.0309,25,0.06
2016,0,0,0,0.06
2016,1,0,0,0.06
2016,2,0,0,0.06
2016,3,0,0,0.06
2016,4,0,0,0.06
2016,5,0,0,0.06
2016,6,4.6979,25,0.06
2016,7,24.8599,25,0.06
2016,8,97.3498,75,0.06
2016,9,406.7992,425,0.06
2016,10,741.0981,725,0.06
2016,11,827.0045,825,0.06
2016,12,966.8936,975,0.06
2016,13,960.1802,975,0.06
2016,14,882.6831,875,0.06
2016,15,741.4961,725,0.06
2016,16,562.2874,575,0.06
2016,17,362.1418,375,0.09
2016,18,151.8082,175,0.09
2016,19,11.073,25,0.09
2016,20,0,0,0.09
2016,21,0,0,0.09
2016,22,0,0,0.06
2016,23,0.0711,25,0.06
2016,0,0,0,0.06
2016,1,0,0,0.06
2016,2,0,0,0.06
2016,3,0,0,0.06
2016,4,0.0147,25,0.06
2016,5,0.0077,25,0.06
2016,6,37.3081,25,0.06
2016,7,185.4751,175,0.06
2016,8,425.7471,425,0.06
2016,9,555.4342,575,0.06
2016,10,723.6402,725,0.06
2016,11,775.5107,775,0.06
2016,12,970.4283,975,0.06
2016,13,940.4067,925,0.06
2016,14,892.3488,875,0.06
2016,15,752.4821,775,0.06
2016,16,571.8155,575,0.06
2016,17,387.0293,375,0.09
2016,18,165.5979,175,0.09
2016,19,14.9987,25,0.09
2016,20,0.0958,25,0.09
2016,21,0,0,0.09
2016,22,0,0,0.06
2016,23,0.01,25,0.06
2016,0,0,0,0.06
2016,1,0,0,0.06
2016,2,0,0,0.06
2016,3,0,0,0.06
2016,4,0,0,0.06
2016,5,0.0008,25,0.06
2016,6,33.416,25,0.06
2016,7,199.4841,175,0.06
2016,8,414.4771,425,0.06
2016,9,614.5938,625,0.06
2016,10,783.5474,775,0.06
2016,11,909.3934,925,0.06
2016,12,968.2735,975,0.06
2016,13,954.7975,975,0.06
2016,14,881.643,875,0.06
2016,15,752.252,775,0.06
2016,16,580.8655,575,0.06
2016,17,376.0096,375,0.09
2016,18,154.7138,175,0.09
2016,19,16.873,25,0.09
2016,20,0.1213,25,0.09
2016,21,0.1491,25,0.09
2016,22,0.1793,25,0.06
2016,23,0.0085,25,0.06
2016,0,0.068,25,0.06
2016,1,0,0,0.06
2016,2,0.0332,25,0.06
2016,3,0,0,0.06
2016,4,0.0997,25,0.06
2016,5,0.3362,25,0.06
2016,6,39.9401,25,0.06
2016,7,193.7099,175,0.06
2016,8,353.2811,375,0.06
2016,9,268.731,275,0.06
2016,10,310.5956,325,0.06
2016,11,501.0078,525,0.06
2016,12,576.3893,575,0.06
2016,13,602.4579,625,0.06
2016,14,691.7471,675,0.06
2016,15,481.8122,475,0.06
2016,16,306.4617,325,0.06
2016,17,134.372,125,0.09
2016,18,53.914,75,0.09
2016,19,5.6054,25,0.09
2016,20,0.1746,25,0.09
2016,21,0.0031,25,0.09
2016,22,0.0031,25,0.06
2016,23,0.0046,25,0.06
2016,0,0.0085,25,0.06
2016,1,0,0,0.06
2016,2,0.0912,25,0.06
2016,3,0.0966,25,0.06
2016,4,0.0858,25,0.06
2016,5,0.0139,25,0.06
2016,6,38.5144,25,0.06
2016,7,228.6168,225,0.06
2016,8,442.7959,425,0.06
2016,9,642.0821,625,0.06
2016,10,807.7693,825,0.06
2016,11,923.7987,925,0.06
2016,12,980.1108,975,0.06
2016,13,957.3952,975,0.06
2016,14,883.9593,875,0.06
2016,15,747.5406,725,0.06
2016,16,574.3715,575,0.06
2016,17,378.2969,375,0.09
2016,18,178.3564,175,0.09
2016,19,17.1302,25,0.09
2016,20,0,0,0.09
2016,21,0,0,0.09
2016,22,0,0,0.06
2016,23,0.0904,25,0.06
2016,0,0,0,0.06
2016,1,0.1623,25,0.06
2016,2,0.1159,25,0.06
2016,3,0,0,0.06
2016,4,0.0997,25,0.06
2016,5,0.3053,25,0.06
2016,6,34.8264,25,0.06
2016,7,215.4022,225,0.06
2016,8,427.267,425,0.06
2016,9,625.9647,625,0.06
2016,10,791.4784,775,0.06
2016,11,915.6258,925,0.06
2016,12,976.3779,975,0.06
2016,13,953.536,975,0.06
2016,14,801.1957,825,0.06
2016,15,728.0843,725,0.06
2016,16,599.7715,575,0.06
2016,17,379.292,375,0.09
2016,18,173.5295,175,0.09
2016,19,16.1548,25,0.09
2016,20,0,0,0.09
2016,21,0,0,0.09
2016,22,0,0,0.06
2016,23,0,0,0.06
2016,0,0,0,0.06
2016,1,0,0,0.06
2016,2,0,0,0.06
2016,3,0,0,0.06
2016,4,0.1028,25,0.06
2016,5,0.0889,25,0.06
2016,6,40.601,25,0.06
2016,7,224.298,225,0.06
2016,8,433.3025,425,0.06
2016,9,626.6111,625,0.06
2016,10,788.5629,775,0.06
2016,11,909.5564,925,0.06
2016,12,973.3004,975,0.06
2016,13,967.4388,975,0.06
2016,14,893.5368,875,0.06
2016,15,759.6999,775,0.06
2016,16,583.3253,575,0.06
2016,17,384.4966,375,0.09
2016,18,143.5227,125,0.09
2016,19,16.2771,25,0.09
2016,20,0.0703,25,0.09
2016,21,0,0,0.09
2016,22,0.0409,25,0.06
2016,23,0.0688,25,0.06
2016,0,0.0973,25,0.06
2016,1,0.0046,25,0.06
2016,2,0,0,0.06
2016,3,0,0,0.06
2016,4,0.0062,25,0.06
2016,5,0.1097,25,0.06
2016,6,45.0116,25,0.06
2016,7,218.1999,225,0.06
2016,8,444.7384,425,0.06
2016,9,639.4527,625,0.06
2016,10,814.9163,825,0.06
2016,11,934.4282,925,0.06
2016,12,991.3633,975,0.06
2016,13,981.8403,975,0.06
2016,14,903.6517,925,0.06
2016,15,764.7415,775,0.06
2016,16,590.9552,575,0.06
2016,17,397.7217,375,0.09
2016,18,187.1937,175,0.09
2016,19,20.3538,25,0.09
2016,20,0.0154,25,0.09
2016,21,0.0409,25,0.09
2016,22,0.044,25,0.06
2016,23,0.0548,25,0.06
2016,0,0.0927,25,0.06
2016,1,0.112,25,0.06
2016,2,0.0957,25,0.06
2016,3,0.0518,25,0.06
2016,4,0.0263,25,0.06
2016,5,0.1677,25,0.06
2016,6,48.8641,25,0.06
2016,7,244.0811,225,0.06
2016,8,457.6721,475,0.06
2016,9,658.3755,675,0.06
2016,10,818.8043,825,0.06
2016,11,939.085,925,0.06
2016,12,998.6574,975,0.06
2016,13,994.4292,975,0.06
2016,14,917.4196,925,0.06
2016,15,782.9806,775,0.06
2016,16,608.3598,625,0.06
2016,17,403.7802,425,0.09
2016,18,189.6235,175,0.09
2016,19,20.2472,25,0.09
2016,20,0.0185,25,0.09
2016,21,0.0348,25,0.09
2016,22,0.0572,25,0.06
2016,23,0.1004,25,0.06
2016,0,0.027,25,0.06
2016,1,0.0224,25,0.06
2016,2,0,0,0.06
2016,3,0,0,0.06
2016,4,0.0224,25,0.06
2016,5,0.7252,25,0.06
2016,6,52.6765,75,0.06
2016,7,271.6671,275,0.06
2016,8,418.2623,425,0.06
2016,9,676.1815,675,0.06
2016,10,830.9508,825,0.19
2016,11,952.5953,975,0.19
2016,12,1016.3555,1025,0.19
2016,13,995.3324,975,0.35
2016,14,918.6277,925,0.35
2016,15,805.4489,825,0.35
2016,16,609.347,625,0.35
2016,17,411.2724,425,0.35
2016,18,187.25,175,0.19
2016,19,16.8269,25,0.19
2016,20,0.0425,25,0.19
2016,21,0.0479,25,0.06
2016,22,0.0626,25,0.06
2016,23,0.085,25,0.06
2016,0,0.0541,25,0.06
2016,1,0.095,25,0.06
2016,2,0.0139,25,0.06
2016,3,0.0966,25,0.06
2016,4,0.0255,25,0.06
2016,5,0.5833,25,0.06
2016,6,53.3728,75,0.06
2016,7,245.8756,225,0.06
2016,8,459.7304,475,0.06
2016,9,656.9785,675,0.06
2016,10,823.681,825,0.19
2016,11,941.718,925,0.19
2016,12,1001.5057,1025,0.19
2016,13,993.9222,975,0.35
2016,14,920.2138,925,0.35
2016,15,785.0878,775,0.35
2016,16,606.7354,625,0.35
2016,17,405.464,425,0.35
2016,18,192.4718,175,0.19
2016,19,20.9043,25,0.19
2016,20,0.0471,25,0.19
2016,21,0.0618,25,0.06
2016,22,0.0772,25,0.06
2016,23,0.0904,25,0.06
2016,0,0.1143,25,0.06
2016,1,0.0703,25,0.06
2016,2,0.0309,25,0.06
2016,3,0.1522,25,0.06
2016,4,0.0046,25,0.06
2016,5,0.2844,25,0.06
2016,6,52.2269,75,0.06
2016,7,240.7821,225,0.06
2016,8,454.7173,475,0.06
2016,9,653.9492,675,0.06
2016,10,820.4278,825,0.19
2016,11,948.6436,925,0.19
2016,12,1008.6293,1025,0.19
2016,13,921.0288,925,0.35
2016,14,923.3262,925,0.35
2016,15,756.1633,775,0.35
2016,16,607.6846,625,0.35
2016,17,369.2325,375,0.35
2016,18,185.192,175,0.19
2016,19,14.8162,25,0.19
2016,20,0.0641,25,0.19
2016,21,0.0773,25,0.06
2016,22,0,0,0.06
2016,23,0,0,0.06
2016,0,0,0,0.06
2016,1,0,0,0.06
2016,2,0.0008,25,0.06
2016,3,0,0,0.06
2016,4,0.0278,25,0.06
2016,5,0.1646,25,0.06
2016,6,47.8288,25,0.06
2016,7,240.9805,225,0.06
2016,8,449.0682,425,0.06
2016,9,648.9906,625,0.06
2016,10,809.6863,825,0.19
2016,11,918.9774,925,0.19
2016,12,945.4808,925,0.19
2016,13,988.1284,975,0.35
2016,14,909.8248,925,0.35
2016,15,751.7733,775,0.35
2016,16,573.4982,575,0.35
2016,17,379.7314,375,0.35
2016,18,212.5873,225,0.19
2016,19,27.9554,25,0.19
2016,20,0.0688,25,0.19
2016,21,0.1762,25,0.06
2016,22,0.0981,25,0.06
2016,23,0.119,25,0.06
2016,0,0.0479,25,0.06
2016,1,0.0618,25,0.06
2016,2,0.0294,25,0.06
2016,3,0,0,0.06
2016,4,0,0,0.06
2016,5,0.2472,25,0.06
2016,6,54.9615,75,0.06
2016,7,141.8525,125,0.06
2016,8,405.3708,425,0.06
2016,9,639.6164,625,0.06
2016,10,814.1823,825,0.19
2016,11,743.2897,725,0.19
2016,12,791.2553,775,0.19
2016,13,829.4591,825,0.35
2016,14,791.3708,775,0.35
2016,15,734.3242,725,0.35
2016,16,580.3236,575,0.35
2016,17,383.2686,375,0.35
2016,18,174.3498,175,0.19
2016,19,20.296,25,0.19
2016,20,0.0224,25,0.19
2016,21,0,0,0.06
2016,22,0,0,0.06
2016,23,0,0,0.06
2016,0,0,0,0.06
2016,1,0.0773,25,0.06
2016,2,0.0031,25,0.06
2016,3,0.0201,25,0.06
2016,4,0.0912,25,0.06
2016,5,0.4568,25,0.06
2016,6,56.1319,75,0.06
2016,7,192.2729,175,0.06
2016,8,438.3375,425,0.06
2016,9,686.3176,675,0.06
2016,10,809.3425,825,0.19
2016,11,923.5693,925,0.19
2016,12,982.3337,975,0.19
2016,13,978.7531,975,0.35
2016,14,896.9451,875,0.35
2016,15,589.5747,575,0.35
2016,16,510.2894,525,0.35
2016,17,389.938,375,0.35
2016,18,176.7312,175,0.19
2016,19,28.1487,25,0.19
2016,20,0,0,0.19
2016,21,0.0054,25,0.06
2016,22,0.2172,25,0.06
2016,23,0.2326,25,0.06
2016,0,0.2458,25,0.06
2016,1,0.2473,25,0.06
2016,2,0.2566,25,0.06
2016,3,0.1886,25,0.06
2016,4,0.1067,25,0.06
2016,5,0.5216,25,0.06
2016,6,48.5745,25,0.06
2016,7,228.7593,225,0.06
2016,8,362.989,375,0.06
2016,9,372.9874,375,0.06
2016,10,497.3885,475,0.19
2016,11,921.1085,925,0.19
2016,12,963.2243,975,0.19
2016,13,952.4629,975,0.35
2016,14,880.6201,875,0.35
2016,15,751.6608,775,0.35
2016,16,581.5557,575,0.35
2016,17,386.5204,375,0.35
2016,18,188.6611,175,0.19
2016,19,23.1534,25,0.19
2016,20,0.1352,25,0.19
2016,21,0,0,0.06
2016,22,0,0,0.06
2016,23,0.0085,25,0.06
2016,0,0.2357,25,0.06
2016,1,0.0433,25,0.06
2016,2,0.0015,25,0.06
2016,3,0,0,0.06
2016,4,0,0,0.06
2016,5,0.1414,25,0.06
2016,6,11.786,25,0.06
2016,7,95.852,75,0.06
2016,8,335.7809,325,0.06
2016,9,604.9681,625,0.06
2016,10,732.4897,725,0.19
2016,11,900.4593,925,0.19
2016,12,958.4259,975,0.19
2016,13,946.323,925,0.35
2016,14,841.5177,825,0.35
2016,15,736.1371,725,0.35
2016,16,572.2035,575,0.35
2016,17,382.9193,375,0.35
2016,18,160.3492,175,0.19
2016,19,19.2268,25,0.19
2016,20,0.1198,25,0.19
2016,21,0.0309,25,0.06
2016,22,0,0,0.06
2016,23,0,0,0.06
2016,0,0.1863,25,0.06
2016,1,0.0363,25,0.06
2016,2,0.0054,25,0.06
2016,3,0,0,0.06
2016,4,0.0603,25,0.06
2016,5,0.9207,25,0.06
2016,6,51.3385,75,0.06
2016,7,227.359,225,0.06
2016,8,435.4229,425,0.06
2016,9,620.7054,625,0.06
2016,10,732.4895,725,0.19
2016,11,864.023,875,0.19
2016,12,948.6022,925,0.19
2016,13,951.2315,975,0.35
2016,14,883.504,875,0.35
2016,15,755.6043,775,0.35
2016,16,581.9391,575,0.35
2016,17,390.6415,375,0.35
2016,18,189.6446,175,0.19
2016,19,26.589,25,0.19
2016,20,0.1499,25,0.19
2016,21,0.0108,25,0.06
2016,22,0,0,0.06
2016,23,0,0,0.06
2016,0,0.0425,25,0.06
2016,1,0.0008,25,0.06
2016,2,0,0,0.06
2016,3,0.1816,25,0.06
2016,4,0.0162,25,0.06
2016,5,0.6375,25,0.06
2016,6,27.6024,25,0.06
2016,7,174.8622,175,0.06
2016,8,409.0134,425,0.06
2016,9,508.7943,525,0.06
