Year,HOUR-PST,Avg Global Horizontal [W/m^2],,Grid Elecricity Price（$/kWh）
2016,0,0.1291,25,0.06
2016,1,0.1592,25,0.06
2016,2,0.085,25,0.06
2016,3,0,0,0.06
2016,4,0,0,0.06
2016,5,0,0,0.06
2016,6,0.1376,25,0.06
2016,7,0.6236,25,0.06
2016,8,63.2823,75,0.06
2016,9,238.1539,225,0.06
2016,10,396.1873,375,0.06
2016,11,507.8751,525,0.06
2016,12,552.7765,575,0.06
2016,13,566.3759,575,0.06
2016,14,487.8926,475,0.06
2016,15,379.9435,375,0.06
2016,16,182.4595,175,0.06
2016,17,47.6196,25,0.09
2016,18,0.3567,25,0.09
2016,19,0.0417,25,0.09
2016,20,0.0479,25,0.09
2016,21,0.0757,25,0.09
2016,22,0.068,25,0.06
2016,23,0.0742,25,0.06
2016,0,0.0417,25,0.06
2016,1,0,0,0.06
2016,2,0.0448,25,0.06
2016,3,0.1036,25,0.06
2016,4,0.1183,25,0.06
2016,5,0.126,25,0.06
2016,6,0.1376,25,0.06
2016,7,0.8284,25,0.06
2016,8,51.2448,75,0.06
2016,9,201.6727,225,0.06
2016,10,273.4113,275,0.06
2016,11,348.8651,325,0.06
2016,12,417.9953,425,0.06
2016,13,453.4913,475,0.06
2016,14,478.7776,475,0.06
2016,15,385.9858,375,0.06
2016,16,183.261,175,0.06
2016,17,39.412,25,0.09
2016,18,0.5698,25,0.09
2016,19,0.0688,25,0.09
2016,20,0.0587,25,0.09
2016,21,0.0804,25,0.09
2016,22,0.0842,25,0.06
2016,23,0.0224,25,0.06
2016,0,0.0819,25,0.06
2016,1,0.1322,25,0.06
2016,2,0.1523,25,0.06
2016,3,0.1616,25,0.06
2016,4,0.0325,25,0.06
2016,5,0.0093,25,0.06
2016,6,0.1067,25,0.06
2016,7,0.9991,25,0.06
2016,8,41.4214,25,0.06
2016,9,169.8998,175,0.06
2016,10,278.5964,275,0.06
2016,11,334.2887,325,0.06
2016,12,416.2852,425,0.06
2016,13,350.7626,375,0.06
2016,14,369.5877,375,0.06
2016,15,300.3743,325,0.06
2016,16,229.4957,225,0.06
2016,17,45.9145,25,0.09
2016,18,0.3398,25,0.09
2016,19,0.061,25,0.09
2016,20,0.0873,25,0.09
2016,21,0.1059,25,0.09
2016,22,0.0664,25,0.06
2016,23,0.0858,25,0.06
2016,0,0.0564,25,0.06
2016,1,0,0,0.06
2016,2,0.0765,25,0.06
2016,3,0.0827,25,0.06
2016,4,0.0811,25,0.06
2016,5,0.0773,25,0.06
2016,6,0.0695,25,0.06
2016,7,0.3824,25,0.06
2016,8,7.8456,25,0.06
2016,9,140.7529,125,0.06
2016,10,313.683,325,0.06
2016,11,392.6038,375,0.06
2016,12,524.844,525,0.06
2016,13,484.51,475,0.06
2016,14,478.3701,475,0.06
2016,15,371.2531,375,0.06
2016,16,211.911,225,0.06
2016,17,60.0705,75,0.09
2016,18,0.4563,25,0.09
2016,19,0.0363,25,0.09
2016,20,0.0518,25,0.09
2016,21,0.0757,25,0.09
2016,22,0.0889,25,0.06
2016,23,0.061,25,0.06
2016,0,0.044,25,0.06
2016,1,0.0695,25,0.06
2016,2,0.085,25,0.06
2016,3,0.0711,25,0.06
2016,4,0.0618,25,0.06
2016,5,0.0433,25,0.06
2016,6,0.0618,25,0.06
2016,7,0.0873,25,0.06
2016,8,4.6976,25,0.06
2016,9,14.1871,25,0.06
2016,10,33.7615,25,0.06
2016,11,46.0909,25,0.06
2016,12,48.1909,25,0.06
2016,13,47.3012,25,0.06
2016,14,92.7087,75,0.06
2016,15,258.7096,275,0.06
2016,16,98.1155,75,0.06
2016,17,53.2925,75,0.09
2016,18,1.4129,25,0.09
2016,19,0.0518,25,0.09
2016,20,0.0572,25,0.09
2016,21,0.0595,25,0.09
2016,22,0.0657,25,0.06
2016,23,0.0989,25,0.06
2016,0,0.0982,25,0.06
2016,1,0.1229,25,0.06
2016,2,0.1461,25,0.06
2016,3,0.0209,25,0.06
2016,4,0.0008,25,0.06
2016,5,0.0557,25,0.06
2016,6,0.0549,25,0.06
2016,7,0.5139,25,0.06
2016,8,14.9637,25,0.06
2016,9,59.2476,75,0.06
2016,10,118.4258,125,0.06
2016,11,43.0343,25,0.06
2016,12,29.0526,25,0.06
2016,13,83.094,75,0.06
2016,14,248.3368,225,0.06
2016,15,25.2711,25,0.06
2016,16,29.7457,25,0.06
2016,17,12.5494,25,0.09
2016,18,0.4845,25,0.09
2016,19,0.0487,25,0.09
2016,20,0.0734,25,0.09
2016,21,0.0665,25,0.09
2016,22,0.0541,25,0.06
2016,23,0.0889,25,0.06
2016,0,0.0618,25,0.06
2016,1,0.051,25,0.06
2016,2,0.058,25,0.06
2016,3,0.0402,25,0.06
2016,4,0.0657,25,0.06
2016,5,0.0781,25,0.06
2016,6,0.0688,25,0.06
2016,7,0.6461,25,0.06
2016,8,56.1717,75,0.06
2016,9,222.8231,225,0.06
2016,10,391.7982,375,0.06
2016,11,450.1983,475,0.06
2016,12,497.0485,475,0.06
2016,13,575.4548,575,0.06
2016,14,506.5141,525,0.06
2016,15,383.5784,375,0.06
2016,16,260.027,275,0.06
2016,17,62.2924,75,0.09
2016,18,0.82,25,0.09
2016,19,0.0448,25,0.09
2016,20,0.0595,25,0.09
2016,21,0.0835,25,0.09
2016,22,0.085,25,0.06
2016,23,0.1128,25,0.06
2016,0,0.1252,25,0.06
2016,1,0.0812,25,0.06
2016,2,0.0719,25,0.06
2016,3,0.0541,25,0.06
2016,4,0.0487,25,0.06
2016,5,0.1044,25,0.06
2016,6,0.0827,25,0.06
2016,7,0.9412,25,0.06
2016,8,61.0213,75,0.06
2016,9,232.4601,225,0.06
2016,10,390.6287,375,0.06
2016,11,507.7939,525,0.06
2016,12,565.8442,575,0.06
2016,13,565.6943,575,0.06
2016,14,507.9386,525,0.06
2016,15,392.4966,375,0.06
2016,16,206.4418,225,0.06
2016,17,30.4268,25,0.09
2016,18,0.6896,25,0.09
2016,19,0.0634,25,0.09
2016,20,0.0757,25,0.09
2016,21,0.1043,25,0.09
2016,22,0.0417,25,0.06
2016,23,0.1422,25,0.06
2016,0,0.1345,25,0.06
2016,1,0.0966,25,0.06
2016,2,0.0773,25,0.06
2016,3,0.0796,25,0.06
2016,4,0,0,0.06
2016,5,0,0,0.06
2016,6,0,0,0.06
2016,7,0.7085,25,0.06
2016,8,29.5637,25,0.06
2016,9,126.6949,125,0.06
2016,10,237.8208,225,0.06
2016,11,336.8449,325,0.06
2016,12,354.2034,375,0.06
2016,13,248.1241,225,0.06
2016,14,238.7921,225,0.06
2016,15,149.1744,125,0.06
2016,16,86.3266,75,0.06
2016,17,4.7678,25,0.09
2016,18,0.1283,25,0.09
2016,19,0.0626,25,0.09
2016,20,0.0827,25,0.09
2016,21,0.0757,25,0.09
2016,22,0.0688,25,0.06
2016,23,0.0742,25,0.06
2016,0,0.078,25,0.06
2016,1,0.0479,25,0.06
2016,2,0.0603,25,0.06
2016,3,0.0371,25,0.06
2016,4,0.0471,25,0.06
2016,5,0.0572,25,0.06
2016,6,0.0734,25,0.06
2016,7,0.5548,25,0.06
2016,8,16.149,25,0.06
2016,9,72.411,75,0.06
2016,10,243.7297,225,0.06
2016,11,328.7902,325,0.06
2016,12,320.1031,325,0.06
2016,13,315.3517,325,0.06
2016,14,257.091,275,0.06
2016,15,128.1291,125,0.06
2016,16,87.1411,75,0.06
2016,17,27.0587,25,0.09
2016,18,0.3809,25,0.09
2016,19,0.0479,25,0.09
2016,20,0.0518,25,0.09
2016,21,0.044,25,0.09
2016,22,0.0456,25,0.06
2016,23,0.0456,25,0.06
2016,0,0.0495,25,0.06
2016,1,0.0525,25,0.06
2016,2,0.0456,25,0.06
2016,3,0.0587,25,0.06
2016,4,0.0533,25,0.06
2016,5,0.0727,25,0.06
2016,6,0.0781,25,0.06
2016,7,1.1002,25,0.06
2016,8,52.8948,75,0.06
2016,9,287.9577,275,0.06
2016,10,361.1731,375,0.06
2016,11,366.293,375,0.06
2016,12,393.425,375,0.06
2016,13,302.7185,325,0.06
2016,14,287.9824,275,0.06
2016,15,275.552,275,0.06
2016,16,195.0904,175,0.06
2016,17,37.4254,25,0.09
2016,18,0.6471,25,0.09
2016,19,0.0525,25,0.09
2016,20,0.0456,25,0.09
2016,21,0.0294,25,0.09
2016,22,0.0325,25,0.06
2016,23,0.058,25,0.06
2016,0,0.0765,25,0.06
2016,1,0.0688,25,0.06
2016,2,0.119,25,0.06
2016,3,0.1098,25,0.06
2016,4,0.0371,25,0.06
2016,5,0.1105,25,0.06
2016,6,0.1136,25,0.06
2016,7,0.9883,25,0.06
2016,8,64.9379,75,0.06
2016,9,249.0424,225,0.06
2016,10,413.8966,425,0.06
2016,11,532.0368,525,0.06
2016,12,596.7625,575,0.06
2016,13,601.4681,625,0.06
2016,14,540.0253,525,0.06
2016,15,427.1961,425,0.06
2016,16,266.9982,275,0.06
2016,17,80.0809,75,0.09
2016,18,0.6718,25,0.09
2016,19,0.0549,25,0.09
2016,20,0.0711,25,0.09
2016,21,0.0819,25,0.09
2016,22,0.0634,25,0.06
2016,23,0.0873,25,0.06
2016,0,0,0,0.06
2016,1,0.0788,25,0.06
2016,2,0.0665,25,0.06
2016,3,0.1059,25,0.06
2016,4,0,0,0.06
2016,5,0,0,0.06
2016,6,0.16,25,0.06
2016,7,4.4086,25,0.06
2016,8,22.0873,25,0.06
2016,9,127.0543,125,0.06
2016,10,272.4195,275,0.06
2016,11,428.2502,425,0.06
2016,12,515.1719,525,0.06
2016,13,546.7215,525,0.06
2016,14,522.972,525,0.06
2016,15,292.3022,275,0.06
2016,16,102.3317,125,0.06
2016,17,67.3503,75,0.09
2016,18,1.2785,25,0.09
2016,19,0.0626,25,0.09
2016,20,0.0788,25,0.09
2016,21,0.0626,25,0.09
2016,22,0.0332,25,0.06
2016,23,0.0556,25,0.06
2016,0,0.0796,25,0.06
2016,1,0.0757,25,0.06
2016,2,0.0688,25,0.06
2016,3,0.0997,25,0.06
2016,4,0.0804,25,0.06
2016,5,0.0626,25,0.06
2016,6,0.017,25,0.06
2016,7,0.8747,25,0.06
2016,8,56.5337,75,0.06
2016,9,209.7581,225,0.06
2016,10,354.108,375,0.06
2016,11,402.7747,425,0.06
2016,12,453.8463,475,0.06
2016,13,580.3834,575,0.06
2016,14,436.2183,425,0.06
2016,15,373.9721,375,0.06
2016,16,198.8485,175,0.06
2016,17,63.7532,75,0.09
2016,18,1.1058,25,0.09
2016,19,0.0641,25,0.09
2016,20,0.0325,25,0.09
2016,21,0.0811,25,0.09
2016,22,0.0749,25,0.06
2016,23,0.0425,25,0.06
2016,0,0.0046,25,0.06
2016,1,0.1005,25,0.06
2016,2,0.0703,25,0.06
2016,3,0.0155,25,0.06
2016,4,0.0966,25,0.06
2016,5,0.0819,25,0.06
2016,6,0.0448,25,0.06
2016,7,0.0788,25,0.06
2016,8,13.3707,25,0.06
2016,9,82.7291,75,0.06
2016,10,111.1941,125,0.06
2016,11,313.9606,325,0.06
2016,12,288.2296,275,0.06
2016,13,428.2082,425,0.06
2016,14,525.4692,525,0.06
2016,15,363.1114,375,0.06
2016,16,200.6701,225,0.06
2016,17,94.2996,75,0.09
2016,18,1.7677,25,0.09
2016,19,0.0085,25,0.09
2016,20,0.0549,25,0.09
2016,21,0.0811,25,0.09
2016,22,0.0896,25,0.06
2016,23,0.0981,25,0.06
2016,0,0.0873,25,0.06
2016,1,0.102,25,0.06
2016,2,0.0827,25,0.06
2016,3,0.0618,25,0.06
2016,4,0.0742,25,0.06
2016,5,0.0672,25,0.06
2016,6,0.0502,25,0.06
2016,7,0.1877,25,0.06
2016,8,26.2628,25,0.06
2016,9,151.6306,175,0.06
2016,10,254.8762,275,0.06
2016,11,465.1796,475,0.06
2016,12,428.2467,425,0.06
2016,13,538.5006,525,0.06
2016,14,447.9014,425,0.06
2016,15,252.9867,275,0.06
2016,16,158.0313,175,0.06
2016,17,98.0615,75,0.09
2016,18,1.0123,25,0.09
2016,19,0.044,25,0.09
2016,20,0.0742,25,0.09
2016,21,0.0742,25,0.09
2016,22,0.0719,25,0.06
2016,23,0.0734,25,0.06
2016,0,0.0711,25,0.06
2016,1,0.078,25,0.06
2016,2,0.0781,25,0.06
2016,3,0.0325,25,0.06
2016,4,0.0549,25,0.06
2016,5,0.0773,25,0.06
2016,6,0.0711,25,0.06
2016,7,1.2621,25,0.06
2016,8,52.0423,75,0.06
2016,9,212.7041,225,0.06
2016,10,363.0552,375,0.06
2016,11,481.1917,475,0.06
2016,12,442.7137,425,0.06
2016,13,582.468,575,0.06
2016,14,520.1594,525,0.06
2016,15,368.164,375,0.06
2016,16,126.9431,125,0.06
2016,17,75.8832,75,0.09
2016,18,0.884,25,0.09
2016,19,0.0046,25,0.09
2016,20,0.0348,25,0.09
2016,21,0.0865,25,0.09
2016,22,0.061,25,0.06
2016,23,0.0896,25,0.06
2016,0,0.0734,25,0.06
2016,1,0.0502,25,0.06
2016,2,0.0981,25,0.06
2016,3,0.0788,25,0.06
2016,4,0.0796,25,0.06
2016,5,0.0688,25,0.06
2016,6,0.0201,25,0.06
2016,7,0.323,25,0.06
2016,8,19.357,25,0.06
2016,9,181.9962,175,0.06
2016,10,226.0588,225,0.06
2016,11,284.8014,275,0.06
2016,12,407.1845,425,0.06
2016,13,444.5064,425,0.06
2016,14,337.9828,325,0.06
2016,15,180.2911,175,0.06
2016,16,82.5153,75,0.06
2016,17,23.2819,25,0.09
2016,18,0.6438,25,0.09
2016,19,0.0278,25,0.09
2016,20,0.0286,25,0.09
2016,21,0.0255,25,0.09
2016,22,0.0147,25,0.06
2016,23,0.0294,25,0.06
2016,0,0.0348,25,0.06
2016,1,0.034,25,0.06
2016,2,0.041,25,0.06
2016,3,0.044,25,0.06
2016,4,0.0572,25,0.06
2016,5,0.0487,25,0.06
2016,6,0.0541,25,0.06
2016,7,1.3777,25,0.06
2016,8,63.8685,75,0.06
2016,9,240.9316,225,0.06
2016,10,311.7619,325,0.06
2016,11,271.8514,275,0.06
2016,12,194.7502,175,0.06
2016,13,278.8215,275,0.06
2016,14,253.9415,275,0.06
2016,15,127.9367,125,0.06
2016,16,63.7226,75,0.06
2016,17,27.048,25,0.09
2016,18,0.8526,25,0.09
2016,19,0.0294,25,0.09
2016,20,0.0417,25,0.09
2016,21,0.0309,25,0.09
2016,22,0.0317,25,0.06
2016,23,0.0309,25,0.06
2016,0,0.0371,25,0.06
2016,1,0.0317,25,0.06
2016,2,0.0332,25,0.06
2016,3,0.024,25,0.06
2016,4,0.0286,25,0.06
2016,5,0.0363,25,0.06
2016,6,0.0232,25,0.06
2016,7,0.5145,25,0.06
2016,8,29.0262,25,0.06
2016,9,172.6363,175,0.06
2016,10,286.6077,275,0.06
2016,11,212.4512,225,0.06
2016,12,470.8554,475,0.06
2016,13,593.9113,575,0.06
2016,14,513.2072,525,0.06
2016,15,386.6142,375,0.06
2016,16,211.8651,225,0.06
2016,17,50.9536,75,0.09
2016,18,2.2652,25,0.09
2016,19,0.024,25,0.09
2016,20,0.0425,25,0.09
2016,21,0.0587,25,0.09
2016,22,0.0572,25,0.06
2016,23,0.0487,25,0.06
2016,0,0.0448,25,0.06
2016,1,0.0518,25,0.06
2016,2,0.044,25,0.06
2016,3,0.0518,25,0.06
2016,4,0.0402,25,0.06
2016,5,0.0386,25,0.06
2016,6,0.0518,25,0.06
2016,7,2.2422,25,0.06
2016,8,39.8519,25,0.06
2016,9,143.9969,125,0.06
2016,10,351.5474,375,0.06
2016,11,541.2569,525,0.06
2016,12,571.2465,575,0.06
2016,13,633.7247,625,0.06
2016,14,545.5559,525,0.06
2016,15,336.9463,325,0.06
2016,16,217.5119,225,0.06
2016,17,64.5876,75,0.09
2016,18,1.548,25,0.09
2016,19,0.0185,25,0.09
2016,20,0.0309,25,0.09
2016,21,0.0332,25,0.09
2016,22,0.0464,25,0.06
2016,23,0.0363,25,0.06
2016,0,0.051,25,0.06
2016,1,0.0734,25,0.06
2016,2,0.0386,25,0.06
2016,3,0.051,25,0.06
2016,4,0.0603,25,0.06
2016,5,0.075,25,0.06
2016,6,0.0827,25,0.06
2016,7,1.3403,25,0.06
2016,8,50.7918,75,0.06
2016,9,142.7856,125,0.06
2016,10,286.3722,275,0.06
2016,11,423.8374,425,0.06
2016,12,480.0003,475,0.06
2016,13,423.3572,425,0.06
2016,14,289.2456,275,0.06
2016,15,281.2727,275,0.06
2016,16,238.1915,225,0.06
2016,17,79.3919,75,0.09
2016,18,1.0565,25,0.09
2016,19,0.0255,25,0.09
2016,20,0.0162,25,0.09
2016,21,0.0131,25,0.09
2016,22,0.0433,25,0.06
2016,23,0.0379,25,0.06
2016,0,0.0587,25,0.06
2016,1,0.0556,25,0.06
2016,2,0.0549,25,0.06
2016,3,0.0626,25,0.06
2016,4,0.0564,25,0.06
2016,5,0.0371,25,0.06
2016,6,0.0402,25,0.06
2016,7,0.4696,25,0.06
2016,8,22.3228,25,0.06
2016,9,77.1897,75,0.06
2016,10,143.0952,125,0.06
2016,11,233.7449,225,0.06
2016,12,259.6617,275,0.06
2016,13,191.1737,175,0.06
2016,14,268.0678,275,0.06
2016,15,218.2352,225,0.06
2016,16,152.0313,175,0.06
2016,17,100.9028,125,0.09
2016,18,2.6062,25,0.09
2016,19,0.0224,25,0.09
2016,20,0.0294,25,0.09
2016,21,0.0471,25,0.09
2016,22,0.0371,25,0.06
2016,23,0.0317,25,0.06
2016,0,0.0564,25,0.06
2016,1,0.0433,25,0.06
2016,2,0.0355,25,0.06
2016,3,0.0348,25,0.06
2016,4,0.041,25,0.06
2016,5,0.0325,25,0.06
2016,6,0.0479,25,0.06
2016,7,1.0412,25,0.06
2016,8,68.7788,75,0.06
2016,9,249.0847,225,0.06
2016,10,411.2122,425,0.06
2016,11,535.1616,525,0.06
2016,12,602.7342,625,0.06
2016,13,601.392,625,0.06
2016,14,547.1529,525,0.06
2016,15,436.2991,425,0.06
2016,16,276.9934,275,0.06
2016,17,104.8457,125,0.09
2016,18,1.9621,25,0.09
2016,19,0.0301,25,0.09
2016,20,0.0317,25,0.09
2016,21,0.0672,25,0.09
2016,22,0.0695,25,0.06
2016,23,0.0587,25,0.06
2016,0,0.0757,25,0.06
2016,1,0.0711,25,0.06
2016,2,0.0819,25,0.06
2016,3,0.0765,25,0.06
2016,4,0.0634,25,0.06
2016,5,0.0672,25,0.06
2016,6,0.0479,25,0.06
2016,7,0.9251,25,0.06
2016,8,68.2058,75,0.06
2016,9,248.9035,225,0.06
2016,10,415.9579,425,0.06
2016,11,541.8946,525,0.06
2016,12,614.9104,625,0.06
2016,13,627.4289,625,0.06
2016,14,569.9429,575,0.06
2016,15,458.3009,475,0.06
2016,16,301.8677,325,0.06
2016,17,118.7463,125,0.09
2016,18,2.6068,25,0.09
2016,19,0.0278,25,0.09
2016,20,0.0224,25,0.09
2016,21,0.0332,25,0.09
2016,22,0.0355,25,0.06
2016,23,0.0402,25,0.06
2016,0,0.0788,25,0.06
2016,1,0.0873,25,0.06
2016,2,0.0943,25,0.06
2016,3,0.0479,25,0.06
2016,4,0.0819,25,0.06
2016,5,0.0301,25,0.06
2016,6,0.1028,25,0.06
2016,7,1.223,25,0.06
2016,8,74.5908,75,0.06
2016,9,264.9011,275,0.06
2016,10,433.4037,425,0.06
2016,11,561.867,575,0.06
2016,12,631.1274,625,0.06
2016,13,639.0335,625,0.06
2016,14,585.9935,575,0.06
2016,15,475.4727,475,0.06
2016,16,311.3408,325,0.06
2016,17,122.3638,125,0.09
2016,18,2.759,25,0.09
2016,19,0.0209,25,0.09
2016,20,0.0479,25,0.09
2016,21,0.0464,25,0.09
2016,22,0.0734,25,0.06
2016,23,0.0533,25,0.06
2016,0,0,0,0.06
2016,1,0.0726,25,0.06
2016,2,0.0781,25,0.06
2016,3,0.0572,25,0.06
2016,4,0.0835,25,0.06
2016,5,0.0981,25,0.06
2016,6,0.0448,25,0.06
2016,7,1.6683,25,0.06
2016,8,61.1053,75,0.06
2016,9,146.459,125,0.06
2016,10,259.0724,275,0.06
2016,11,283.3158,275,0.06
2016,12,259.6607,275,0.06
2016,13,366.0342,375,0.06
2016,14,482.0237,475,0.06
2016,15,468.5997,475,0.06
2016,16,153.4025,175,0.06
2016,17,113.9707,125,0.09
2016,18,3.0052,25,0.09
2016,19,0.0224,25,0.09
2016,20,0.0425,25,0.09
2016,21,0.0549,25,0.09
2016,22,0.0386,25,0.06
2016,23,0.0626,25,0.06
2016,0,0.0603,25,0.06
2016,1,0.0703,25,0.06
2016,2,0.0695,25,0.06
2016,3,0.0781,25,0.06
2016,4,0.0742,25,0.06
2016,5,0.0139,25,0.06
2016,6,0.1353,25,0.06
2016,7,0.6032,25,0.06
2016,8,76.9553,75,0.06
2016,9,266.2729,275,0.06
2016,10,436.0503,425,0.06
2016,11,561.714,575,0.06
2016,12,627.3142,625,0.06
2016,13,638.8707,625,0.06
2016,14,588.1441,575,0.06
2016,15,463.0584,475,0.06
2016,16,188.599,175,0.06
2016,17,133.7455,125,0.09
2016,18,7.6753,25,0.09
2016,19,0.0185,25,0.09
2016,20,0.0494,25,0.09
2016,21,0.0595,25,0.09
2016,22,0.0046,25,0.06
2016,23,0.0294,25,0.06
2016,0,0.068,25,0.06
2016,1,0.075,25,0.06
2016,2,0.0263,25,0.06
2016,3,0.0603,25,0.06
2016,4,0.0719,25,0.06
2016,5,0.0448,25,0.06
2016,6,0.0889,25,0.06
2016,7,1.1244,25,0.06
2016,8,68.1448,75,0.06
2016,9,248.6578,225,0.06
2016,10,409.2612,425,0.06
2016,11,527.9591,525,0.06
2016,12,602.1136,625,0.06
2016,13,588.9945,575,0.06
2016,14,468.9602,475,0.06
2016,15,360.7011,375,0.06
2016,16,333.2336,325,0.06
2016,17,114.5504,125,0.09
2016,18,8.2424,25,0.09
2016,19,0.0255,25,0.09
2016,20,0.0193,25,0.09
2016,21,0.0232,25,0.09
2016,22,0.0425,25,0.06
2016,23,0.0487,25,0.06
2016,0,0.0634,25,0.06
2016,1,0.0657,25,0.06
2016,2,0.0804,25,0.06
2016,3,0.0773,25,0.06
2016,4,0.0533,25,0.06
2016,5,0.0765,25,0.06
2016,6,0.0834,25,0.06
2016,7,0.936,25,0.06
2016,8,30.978,25,0.06
2016,9,99.4939,75,0.06
2016,10,206.2355,225,0.06
2016,11,225.1553,225,0.06
2016,12,237.1403,225,0.06
2016,13,380.7162,375,0.06
2016,14,278.2492,275,0.06
2016,15,265.1778,275,0.06
2016,16,232.4009,225,0.06
2016,17,123.539,125,0.09
2016,18,6.5494,25,0.09
2016,19,0.0193,25,0.09
2016,20,0.0363,25,0.09
2016,21,0.0294,25,0.09
2016,22,0.0379,25,0.06
2016,23,0.0471,25,0.06
2016,0,0,0,0.06
2016,1,0.0518,25,0.06
2016,2,0.0533,25,0.06
2016,3,0.068,25,0.06
2016,4,0.0657,25,0.06
2016,5,0.1005,25,0.06
2016,6,0.0835,25,0.06
2016,7,1.4183,25,0.06
2016,8,91.063,75,0.06
2016,9,284.5386,275,0.06
2016,10,459.9431,475,0.06
2016,11,585.6862,575,0.06
2016,12,655.5132,675,0.06
2016,13,663.5181,675,0.06
2016,14,612.7175,625,0.06
2016,15,474.9847,475,0.06
2016,16,327.0895,325,0.06
2016,17,110.7767,125,0.09
2016,18,7.0931,25,0.09
2016,19,0.0734,25,0.09
2016,20,0.0873,25,0.09
2016,21,0.0348,25,0.09
2016,22,0,0,0.06
2016,23,0,0,0.06
2016,0,0,0,0.06
2016,1,0,0,0.06
2016,2,0,0,0.06
2016,3,0.1152,25,0.06
2016,4,0,0,0.06
2016,5,0.1353,25,0.06
2016,6,0,0,0.06
2016,7,1.0204,25,0.06
2016,8,93.6529,75,0.06
2016,9,284.365,275,0.06
2016,10,452.9906,475,0.06
2016,11,579.3934,575,0.06
2016,12,649.51,625,0.06
2016,13,655.4042,675,0.06
2016,14,600.2036,625,0.06
2016,15,490.3201,475,0.06
2016,16,331.1486,325,0.06
2016,17,144.8386,125,0.09
2016,18,8.0656,25,0.09
2016,19,0.044,25,0.09
2016,20,0.0842,25,0.09
2016,21,0.0989,25,0.09
2016,22,0.0726,25,0.06
2016,23,0.0124,25,0.06
2016,0,0,0,0.06
2016,1,0,0,0.06
2016,2,0,0,0.06
2016,3,0,0,0.06
2016,4,0.0433,25,0.06
2016,5,0.068,25,0.06
2016,6,0,0,0.06
2016,7,1.1009,25,0.06
2016,8,91.824,75,0.06
2016,9,277.8589,275,0.06
2016,10,444.5669,425,0.06
2016,11,572.0304,575,0.06
2016,12,643.9484,625,0.06
2016,13,652.2152,675,0.06
2016,14,599.4648,575,0.06
2016,15,477.6924,475,0.06
2016,16,329.7734,325,0.06
2016,17,144.9563,125,0.09
2016,18,10.3483,25,0.09
2016,19,0.0309,25,0.09
2016,20,0.0896,25,0.09
2016,21,0.0827,25,0.09
2016,22,0.1051,25,0.06
2016,23,0.0549,25,0.06
2016,0,0.0379,25,0.06
2016,1,0.1229,25,0.06
2016,2,0.1361,25,0.06
2016,3,0.0502,25,0.06
2016,4,0.0773,25,0.06
2016,5,0.1616,25,0.06
2016,6,0.0781,25,0.06
2016,7,1.3985,25,0.06
2016,8,98.0321,75,0.06
2016,9,288.8861,275,0.06
2016,10,449.0475,425,0.06
2016,11,564.853,575,0.06
2016,12,648.6313,625,0.06
2016,13,669.3683,675,0.06
2016,14,617.6991,625,0.06
2016,15,501.9042,525,0.06
2016,16,346.0175,325,0.06
2016,17,173.151,175,0.09
2016,18,15.2968,25,0.09
2016,19,0.0239,25,0.09
2016,20,0.0178,25,0.09
2016,21,0.0549,25,0.09
2016,22,0.0734,25,0.06
2016,23,0.0726,25,0.06
2016,0,0.0827,25,0.06
2016,1,0.0719,25,0.06
2016,2,0.0881,25,0.06
2016,3,0.0549,25,0.06
2016,4,0.085,25,0.06
2016,5,0,0,0.06
2016,6,0.0889,25,0.06
2016,7,1.4961,25,0.06
2016,8,101.3846,125,0.06
2016,9,295.0157,275,0.06
2016,10,467.6235,475,0.06
2016,11,596.1391,575,0.06
2016,12,665.6943,675,0.06
2016,13,676.0026,675,0.06
2016,14,616.3635,625,0.06
2016,15,506.1875,525,0.06
2016,16,349.7081,325,0.06
2016,17,162.0628,175,0.09
2016,18,11.0126,25,0.09
2016,19,0.0039,25,0.09
2016,20,0.017,25,0.09
2016,21,0.0247,25,0.09
2016,22,0.0301,25,0.06
2016,23,0.0348,25,0.06
2016,0,0.0549,25,0.06
2016,1,0.0564,25,0.06
2016,2,0.0703,25,0.06
2016,3,0.061,25,0.06
2016,4,0.0719,25,0.06
2016,5,0.0147,25,0.06
2016,6,0,0,0.06
2016,7,1.5059,25,0.06
2016,8,105.6636,125,0.06
2016,9,301.5338,325,0.06
2016,10,473.8775,475,0.06
2016,11,603.2884,625,0.06
2016,12,676.2742,675,0.06
2016,13,685.3662,675,0.06
2016,14,630.0038,625,0.06
2016,15,516.4147,525,0.06
2016,16,358.4753,375,0.06
2016,17,167.3731,175,0.09
2016,18,12.2317,25,0.09
2016,19,0.0031,25,0.09
2016,20,0.0247,25,0.09
2016,21,0.0216,25,0.09
2016,22,0.0294,25,0.06
2016,23,0.0239,25,0.06
2016,0,0.0417,25,0.06
2016,1,0.0788,25,0.06
2016,2,0.0719,25,0.06
2016,3,0.007,25,0.06
2016,4,0.0394,25,0.06
2016,5,0.0811,25,0.06
2016,6,0.0595,25,0.06
2016,7,1.9143,25,0.06
2016,8,109.6742,125,0.06
2016,9,306.2303,325,0.06
2016,10,479.854,475,0.06
2016,11,608.2425,625,0.06
2016,12,679.8845,675,0.06
2016,13,688.7343,675,0.06
2016,14,635.0429,625,0.06
2016,15,522.5486,525,0.06
2016,16,361.6519,375,0.06
2016,17,172.4809,175,0.09
