Year,Hour,Wind Speed  ,
2016,12,3.72,3.5
2016,13,4.75,4.5
2016,14,4.94,4.5
2016,15,4.81,4.5
2016,16,4.63,4.5
2016,17,3.41,3.5
2016,18,2.82,2.5
2016,19,2.33,2.5
2016,20,3.91,3.5
2016,21,3.42,3.5
2016,22,3.13,3.5
2016,23,2.8,2.5
2016,0,1.8,1.5
2016,1,1.66,1.5
2016,2,2.69,2.5
2016,3,1.97,1.5
2016,4,1.1,1.5
2016,5,2.5,2.5
2016,6,2.62,2.5
2016,7,3.37,3.5
2016,8,2.25,2.5
2016,9,2.14,2.5
2016,10,0.63,0.5
2016,11,2.48,2.5
2016,12,2.77,2.5
2016,13,5.57,5.5
2016,14,7.57,7.5
2016,15,7.6,7.5
2016,16,8.1,8.5
2016,17,9.44,9.5
2016,18,10.37,10.5
2016,19,7.82,7.5
2016,20,6.89,6.5
2016,21,7.55,7.5
2016,22,7.7,7.5
2016,23,7.57,7.5
2016,0,6.91,6.5
2016,1,4.02,4.5
2016,2,2.82,2.5
2016,3,2.64,2.5
2016,4,1.98,1.5
2016,5,1.36,1.5
2016,6,0.91,0.5
2016,7,1,1.5
2016,8,0.4,0.5
2016,9,0.1,0.5
2016,10,0.45,0.5
2016,11,0.5,0.5
2016,12,1.08,1.5
2016,13,3.8,3.5
2016,14,3,3.5
2016,15,1.51,1.5
2016,16,0.72,0.5
2016,17,0.58,0.5
2016,18,0.5,0.5
2016,19,1.04,1.5
2016,20,1.8,1.5
2016,21,2.34,2.5
2016,22,4.37,4.5
2016,23,4.59,4.5
2016,0,5.45,5.5
2016,1,5.55,5.5
2016,2,6.26,6.5
2016,3,6.51,6.5
2016,4,4.74,4.5
2016,5,6.1,6.5
2016,6,6.65,6.5
2016,7,4.03,4.5
2016,8,2.88,2.5
2016,9,3.4,3.5
2016,10,2.87,2.5
2016,11,6.85,6.5
2016,12,7.28,7.5
2016,13,4.4,4.5
2016,14,1.51,1.5
2016,15,5.42,5.5
2016,16,5.44,5.5
2016,17,7.03,7.5
2016,18,7.31,7.5
2016,19,3.11,3.5
2016,20,2.14,2.5
2016,21,1.44,1.5
2016,22,3.2,3.5
2016,23,1.63,1.5
2016,0,2,2.5
2016,1,2.42,2.5
2016,2,2.92,2.5
2016,3,3.67,3.5
2016,4,3.2,3.5
2016,5,2.63,2.5
2016,6,1.8,1.5
2016,7,3.86,3.5
2016,8,3.47,3.5
2016,9,2.88,2.5
2016,10,2.42,2.5
2016,11,3.05,3.5
2016,12,4.98,4.5
2016,13,4.41,4.5
2016,14,4.97,4.5
2016,15,4.69,4.5
2016,16,4.25,4.5
2016,17,4.63,4.5
2016,18,5.26,5.5
2016,19,6.1,6.5
2016,20,7.24,7.5
2016,21,7.82,7.5
2016,22,8.44,8.5
2016,23,8.22,8.5
2016,0,8.07,8.5
2016,1,8.65,8.5
2016,2,8.49,8.5
2016,3,7.01,7.5
2016,4,5.45,5.5
2016,5,5.72,5.5
2016,6,9.05,9.5
2016,7,7.65,7.5
2016,8,2.69,2.5
2016,9,9.76,9.5
2016,10,5.39,5.5
2016,11,8.2,8.5
2016,12,9.11,9.5
2016,13,9.82,9.5
2016,14,8.11,8.5
2016,15,7.71,7.5
2016,16,7.42,7.5
2016,17,7.07,7.5
2016,18,6.67,6.5
2016,19,6.21,6.5
2016,20,5.63,5.5
2016,21,5.76,5.5
2016,22,4.16,4.5
2016,23,5.51,5.5
2016,0,4.4,4.5
2016,1,3.63,3.5
2016,2,3.86,3.5
2016,3,2.8,2.5
2016,4,1.49,1.5
2016,5,2.52,2.5
2016,6,3.92,3.5
2016,7,3.36,3.5
2016,8,4.39,4.5
2016,9,3.67,3.5
2016,10,4.1,4.5
2016,11,4.5,4.5
2016,12,4.72,4.5
2016,13,3.32,3.5
2016,14,3.32,3.5
2016,15,3.8,3.5
2016,16,4.53,4.5
2016,17,5.72,5.5
2016,18,6.36,6.5
2016,19,6.36,6.5
2016,20,6.55,6.5
2016,21,5.93,5.5
2016,22,5.87,5.5
2016,23,5.31,5.5
2016,0,4.13,4.5
2016,1,4.04,4.5
2016,2,3.86,3.5
2016,3,3.41,3.5
2016,4,3.61,3.5
2016,5,3.31,3.5
2016,6,3.14,3.5
2016,7,4.16,4.5
2016,8,4.64,4.5
2016,9,4.02,4.5
2016,10,3.41,3.5
2016,11,3.13,3.5
2016,12,2.47,2.5
2016,13,1.08,1.5
2016,14,1.58,1.5
2016,15,1.35,1.5
2016,16,0.91,0.5
2016,17,1.22,1.5
2016,18,1.32,1.5
2016,19,1.8,1.5
2016,20,2.8,2.5
2016,21,3.5,3.5
2016,22,2.6,2.5
2016,23,1.57,1.5
2016,0,0.61,0.5
2016,1,1.12,1.5
2016,2,0.92,0.5
2016,3,2.06,2.5
2016,4,3.08,3.5
2016,5,3.47,3.5
2016,6,4.05,4.5
2016,7,4.35,4.5
2016,8,4.21,4.5
2016,9,4.37,4.5
2016,10,3.63,3.5
2016,11,3.11,3.5
2016,12,1.72,1.5
2016,13,1.94,1.5
2016,14,1.49,1.5
2016,15,1.24,1.5
2016,16,2.01,2.5
2016,17,2.98,2.5
2016,18,7.41,7.5
2016,19,5.32,5.5
2016,20,2.91,2.5
2016,21,6.82,6.5
2016,22,5.46,5.5
2016,23,4.44,4.5
2016,0,5.46,5.5
2016,1,5.57,5.5
2016,2,5.09,5.5
2016,3,6.08,6.5
2016,4,5.71,5.5
2016,5,5.72,5.5
2016,6,5.16,5.5
2016,7,6.16,6.5
2016,8,6.13,6.5
2016,9,5.4,5.5
2016,10,5.02,5.5
2016,11,5.76,5.5
2016,12,7.72,7.5
2016,13,4.94,4.5
2016,14,5.3,5.5
2016,15,5.63,5.5
2016,16,5.15,5.5
2016,17,5.92,5.5
2016,18,6.22,6.5
2016,19,6.42,6.5
2016,20,6.3,6.5
2016,21,5.55,5.5
2016,22,5.41,5.5
2016,23,4.66,4.5
2016,0,3.73,3.5
2016,1,3.2,3.5
2016,2,3.77,3.5
2016,3,3.71,3.5
2016,4,2,2.5
2016,5,0.1,0.5
2016,6,0.71,0.5
2016,7,1.08,1.5
2016,8,0.4,0.5
2016,9,0.4,0.5
2016,10,0.81,0.5
2016,11,1.24,1.5
2016,12,2.02,2.5
2016,13,1.3,1.5
2016,14,1.6,1.5
2016,15,1.5,1.5
2016,16,1.4,1.5
2016,17,0.92,0.5
2016,18,0.78,0.5
2016,19,1.02,1.5
2016,20,1.63,1.5
2016,21,2.94,2.5
2016,22,3.94,3.5
2016,23,5.05,5.5
2016,0,6.53,6.5
2016,1,7.63,7.5
2016,2,7.32,7.5
2016,3,7.27,7.5
2016,4,7.91,7.5
2016,5,7.8,7.5
2016,6,6.24,6.5
2016,7,4.48,4.5
2016,8,3.35,3.5
2016,9,2.28,2.5
2016,10,1.33,1.5
2016,11,0.61,0.5
2016,12,1.1,1.5
2016,13,1.5,1.5
2016,14,0.81,0.5
2016,15,0.3,0.5
2016,16,0.14,0.5
2016,17,0.2,0.5
2016,18,0.3,0.5
2016,19,0.76,0.5
2016,20,1.2,1.5
2016,21,2.34,2.5
2016,22,2.08,2.5
2016,23,1.39,1.5
2016,0,0.98,0.5
2016,1,1.39,1.5
2016,2,1.34,1.5
2016,3,1.35,1.5
2016,4,2.52,2.5
2016,5,3.84,3.5
2016,6,4.55,4.5
2016,7,4.49,4.5
2016,8,2.75,2.5
2016,9,1.73,1.5
2016,10,0.41,0.5
2016,11,0.1,0.5
2016,12,0.92,0.5
2016,13,2.18,2.5
2016,14,2.63,2.5
2016,15,4.1,4.5
2016,16,6.12,6.5
2016,17,7.24,7.5
2016,18,6.52,6.5
2016,19,6.08,6.5
2016,20,5.85,5.5
2016,21,5.12,5.5
2016,22,5.99,5.5
2016,23,7.05,7.5
2016,0,5.8,5.5
2016,1,3.83,3.5
2016,2,4.16,4.5
2016,3,4.34,4.5
2016,4,3.36,3.5
2016,5,2.68,2.5
2016,6,1.65,1.5
2016,7,0.45,0.5
2016,8,0.58,0.5
2016,9,0.5,0.5
2016,10,0.63,0.5
2016,11,0.81,0.5
2016,12,1.58,1.5
2016,13,0.86,0.5
2016,14,0.58,0.5
2016,15,0.5,0.5
2016,16,0.2,0.5
2016,17,4.33,4.5
2016,18,2.73,2.5
2016,19,1.92,1.5
2016,20,2.4,2.5
2016,21,8.82,8.5
2016,22,7.67,7.5
2016,23,8.51,8.5
2016,0,9.3,9.5
2016,1,9.92,9.5
2016,2,9.48,9.5
2016,3,8.93,8.5
2016,4,8.14,8.5
2016,5,7.16,7.5
2016,6,7.23,7.5
2016,7,6.7,6.5
2016,8,6.45,6.5
2016,9,6.57,6.5
2016,10,6.3,6.5
2016,11,5.37,5.5
2016,12,4.96,4.5
2016,13,4.84,4.5
2016,14,5.41,5.5
2016,15,6.74,6.5
2016,16,6.11,6.5
2016,17,5.55,5.5
2016,18,5.87,5.5
2016,19,5.02,5.5
2016,20,5.55,5.5
2016,21,5.91,5.5
2016,22,6.41,6.5
2016,23,11.67,11.5
2016,0,8.17,8.5
2016,1,4.46,4.5
2016,2,2.2,2.5
2016,3,6.33,6.5
2016,4,5.91,5.5
2016,5,5.9,5.5
2016,6,7.24,7.5
2016,7,6.63,6.5
2016,8,5.6,5.5
2016,9,4.8,4.5
2016,10,4.53,4.5
2016,11,5.5,5.5
2016,12,4.65,4.5
2016,13,6.93,6.5
2016,14,6.32,6.5
2016,15,4.78,4.5
2016,16,4.14,4.5
2016,17,3.66,3.5
2016,18,3.96,3.5
2016,19,3.49,3.5
2016,20,3.84,3.5
2016,21,4.48,4.5
2016,22,3.94,3.5
2016,23,4.25,4.5
2016,0,3.41,3.5
2016,1,3.55,3.5
2016,2,3.28,3.5
2016,3,2.28,2.5
2016,4,2.45,2.5
2016,5,2.61,2.5
2016,6,2.6,2.5
2016,7,2.5,2.5
2016,8,1.93,1.5
2016,9,1.5,1.5
2016,10,2.14,2.5
2016,11,4.56,4.5
2016,12,4.25,4.5
2016,13,3.34,3.5
2016,14,3.28,3.5
2016,15,4.27,4.5
2016,16,5.82,5.5
2016,17,6.93,6.5
2016,18,7.37,7.5
2016,19,6.39,6.5
2016,20,5.88,5.5
2016,21,5.15,5.5
2016,22,4.69,4.5
2016,23,3.45,3.5
2016,0,3.2,3.5
2016,1,3.2,3.5
2016,2,3.38,3.5
2016,3,3.7,3.5
2016,4,3.82,3.5
2016,5,3.62,3.5
2016,6,3.08,3.5
2016,7,2.44,2.5
2016,8,2.56,2.5
2016,9,2.14,2.5
2016,10,2.7,2.5
2016,11,3.05,3.5
2016,12,3.2,3.5
2016,13,1.1,1.5
2016,14,1.93,1.5
2016,15,2.86,2.5
2016,16,3.9,3.5
2016,17,3.72,3.5
2016,18,3.09,3.5
2016,19,3.22,3.5
2016,20,3.71,3.5
2016,21,4.3,4.5
2016,22,4.06,4.5
2016,23,3.7,3.5
2016,0,3.33,3.5
2016,1,2.2,2.5
2016,2,0.72,0.5
2016,3,0.58,0.5
2016,4,0.41,0.5
2016,5,0.32,0.5
2016,6,0.67,0.5
2016,7,0.57,0.5
2016,8,0,0.5
2016,9,0.54,0.5
2016,10,0.92,0.5
2016,11,1,1.5
2016,12,1.1,1.5
2016,13,1.84,1.5
2016,14,2.22,2.5
2016,15,2.82,2.5
2016,16,3.54,3.5
2016,17,4.03,4.5
2016,18,4.43,4.5
2016,19,5.39,5.5
2016,20,5.8,5.5
2016,21,5.51,5.5
2016,22,5.28,5.5
2016,23,5.07,5.5
2016,0,4.3,4.5
2016,1,3.9,3.5
2016,2,3.54,3.5
2016,3,3.61,3.5
2016,4,5.35,5.5
2016,5,5.5,5.5
2016,6,5.3,5.5
2016,7,6.6,6.5
2016,8,7.52,7.5
2016,9,7.81,7.5
2016,10,7.16,7.5
2016,11,6.36,6.5
2016,12,6.58,6.5
2016,13,5.03,5.5
2016,14,5.24,5.5
2016,15,5.77,5.5
2016,16,6.46,6.5
2016,17,7.21,7.5
2016,18,6.32,6.5
2016,19,6.28,6.5
2016,20,6.07,6.5
2016,21,5.56,5.5
2016,22,6.15,6.5
2016,23,4.93,4.5
2016,0,5.41,5.5
2016,1,5.61,5.5
2016,2,5.79,5.5
2016,3,4.2,4.5
2016,4,5.43,5.5
2016,5,5.1,5.5
2016,6,5.87,5.5
2016,7,6.67,6.5
2016,8,4.37,4.5
2016,9,5.87,5.5
2016,10,6.2,6.5
2016,11,6.6,6.5
2016,12,6.17,6.5
2016,13,6.39,6.5
2016,14,6.3,6.5
2016,15,6.57,6.5
2016,16,6.3,6.5
2016,17,6.12,6.5
2016,18,5.67,5.5
2016,19,4.97,4.5
2016,20,4.98,4.5
2016,21,4.7,4.5
2016,22,5.02,5.5
2016,23,5.01,5.5
2016,0,4.69,4.5
2016,1,4.33,4.5
2016,2,4,4.5
2016,3,4.12,4.5
2016,4,4.12,4.5
2016,5,4.24,4.5
2016,6,4,4.5
2016,7,4.63,4.5
2016,8,5.35,5.5
2016,9,6.51,6.5
2016,10,6.8,6.5
2016,11,7.2,7.5
2016,12,7.5,7.5
2016,13,7.67,7.5
2016,14,8.05,8.5
2016,15,8.05,8.5
2016,16,8.49,8.5
2016,17,8.34,8.5
2016,18,8.06,8.5
2016,19,7.41,7.5
2016,20,7.09,7.5
2016,21,6.68,6.5
2016,22,5.32,5.5
2016,23,3.88,3.5
2016,0,2.2,2.5
2016,1,0.8,0.5
2016,2,0.45,0.5
2016,3,0.28,0.5
2016,4,0.9,0.5
2016,5,1.08,1.5
2016,6,0.5,0.5
2016,7,0.94,0.5
2016,8,1.08,1.5
2016,9,1.92,1.5
2016,10,2.09,2.5
2016,11,2.1,2.5
2016,12,1.24,1.5
2016,13,3.72,3.5
2016,14,3.67,3.5
2016,15,4.88,4.5
2016,16,5.41,5.5
2016,17,5.24,5.5
2016,18,5.32,5.5
2016,19,5.57,5.5
2016,20,6.39,6.5
2016,21,5.69,5.5
2016,22,4.61,4.5
2016,23,5.09,5.5
2016,0,4.2,4.5
2016,1,2.11,2.5
2016,2,1.75,1.5
2016,3,0.7,0.5
2016,4,0.41,0.5
2016,5,0.4,0.5
2016,6,0.41,0.5
2016,7,1.26,1.5
2016,8,1.43,1.5
2016,9,5.83,5.5
2016,10,3.41,3.5
2016,11,4.53,4.5
2016,12,4.98,4.5
2016,13,1.9,1.5
2016,14,0.61,0.5
2016,15,0.5,0.5
2016,16,0.28,0.5
2016,17,1.26,1.5
2016,18,0.3,0.5
2016,19,2.79,2.5
2016,20,1.68,1.5
2016,21,0,0.5
2016,22,1.2,1.5
2016,23,1.24,1.5
2016,0,1.49,1.5
2016,1,1.8,1.5
2016,2,1.41,1.5
2016,3,0.85,0.5
2016,4,0.22,0.5
2016,5,0.32,0.5
2016,6,0.72,0.5
2016,7,1.17,1.5
2016,8,0.71,0.5
2016,9,1.08,1.5
2016,10,1.75,1.5
2016,11,1.9,1.5
2016,12,2,2.5
2016,13,3.51,3.5
2016,14,3.7,3.5
2016,15,4.3,4.5
2016,16,4.9,4.5
2016,17,5.1,5.5
2016,18,5,5.5
2016,19,4.98,4.5
2016,20,5.56,5.5
2016,21,5.7,5.5
2016,22,4.2,4.5
2016,23,1.2,1.5
2016,0,1.66,1.5
2016,1,1.72,1.5
2016,2,1.86,1.5
2016,3,1.17,1.5
2016,4,1.5,1.5
2016,5,1.52,1.5
2016,6,0.91,0.5
2016,7,0.42,0.5
2016,8,1.56,1.5
2016,9,2.1,2.5
2016,10,2.34,2.5
2016,11,1.68,1.5
2016,12,1.6,1.5
2016,13,2.73,2.5
2016,14,2.02,2.5
2016,15,1.84,1.5
2016,16,0.94,0.5
2016,17,0.58,0.5
2016,18,2.02,2.5
2016,19,3.61,3.5
2016,20,4.17,4.5
2016,21,3.5,3.5
2016,22,4.37,4.5
2016,23,4.84,4.5
2016,0,5.5,5.5
2016,1,5.11,5.5
2016,2,3.91,3.5
2016,3,3.58,3.5
2016,4,4.12,4.5
2016,5,3.76,3.5
2016,6,3.45,3.5
2016,7,4.51,4.5
2016,8,4.39,4.5
2016,9,4.92,4.5
2016,10,5.33,5.5
2016,11,5.47,5.5
2016,12,5.85,5.5
2016,13,6.53,6.5
2016,14,6.45,6.5
2016,15,6.64,6.5
2016,16,6.83,6.5
2016,17,6.92,6.5
2016,18,6.81,6.5
2016,19,7.1,7.5
2016,20,7.2,7.5
2016,21,6.71,6.5
2016,22,5.61,5.5
2016,23,4.46,4.5
2016,0,3.35,3.5
2016,1,1.73,1.5
2016,2,0.71,0.5
2016,3,0.28,0.5
2016,4,0.91,0.5
2016,5,0.67,0.5
2016,6,0.22,0.5
2016,7,0.22,0.5
2016,8,0.32,0.5
2016,9,0.73,0.5
2016,10,1.39,1.5
2016,11,2.47,2.5
2016,12,3.32,3.5
2016,13,3.11,3.5
2016,14,2.72,2.5
2016,15,2.5,2.5
2016,16,3.14,3.5
2016,17,3.61,3.5
2016,18,3.7,3.5
2016,19,3.61,3.5
2016,20,4,4.5
2016,21,3.35,3.5
2016,22,1.2,1.5
2016,23,0.89,0.5
2016,0,0.82,0.5
2016,1,0.54,0.5
2016,2,0.73,0.5
2016,3,0.73,0.5
2016,4,1.3,1.5
2016,5,1.3,1.5
2016,6,0.72,0.5
2016,7,0.94,0.5
2016,8,0.64,0.5
2016,9,0.81,0.5
2016,10,1.7,1.5
2016,11,2.72,2.5
2016,12,3.42,3.5
2016,13,4.63,4.5
2016,14,5,5.5
2016,15,5.1,5.5
2016,16,5.61,5.5
2016,17,5.89,5.5
2016,18,5.85,5.5
2016,19,5.44,5.5
2016,20,4.9,4.5
2016,21,4.5,4.5
2016,22,3.28,3.5
2016,23,2.66,2.5
2016,0,2.47,2.5
2016,1,1.33,1.5
2016,2,0.92,0.5
2016,3,0.92,0.5
2016,4,0.57,0.5
2016,5,1.12,1.5
2016,6,0.8,0.5
2016,7,1,1.5
2016,8,0.81,0.5
2016,9,1.14,1.5
2016,10,3.5,3.5
2016,11,4.01,4.5
2016,12,4.9,4.5
2016,13,7.18,7.5
2016,14,7.37,7.5
2016,15,7.6,7.5
2016,16,8.4,8.5
2016,17,8.02,8.5
2016,18,7.17,7.5
2016,19,5.72,5.5
2016,20,5.56,5.5
2016,21,3.22,3.5
2016,22,2.34,2.5
2016,23,4,4.5
2016,0,5.55,5.5
2016,1,4.83,4.5
2016,2,4.44,4.5
2016,3,4.54,4.5
2016,4,5.14,5.5
2016,5,5,5.5
2016,6,3.7,3.5
2016,7,5.51,5.5
2016,8,5.3,5.5
2016,9,6,6.5
2016,10,6.94,6.5
2016,11,6.99,6.5
2016,12,6.32,6.5
2016,13,6.07,6.5
2016,14,6.43,6.5
2016,15,6.56,6.5
2016,16,5.92,5.5
2016,17,5.24,5.5
2016,18,4.72,4.5
2016,19,3.7,3.5
2016,20,3.38,3.5
2016,21,3.07,3.5
2016,22,2.14,2.5
2016,23,0.9,0.5
2016,0,3.04,3.5
2016,1,4.25,4.5
2016,2,5.46,5.5
2016,3,4.22,4.5
2016,4,4.02,4.5
2016,5,3.61,3.5
2016,6,2.42,2.5
2016,7,1.64,1.5
2016,8,2.28,2.5
2016,9,3.23,3.5
2016,10,4.5,4.5
2016,11,4.81,4.5
2016,12,4.56,4.5
2016,13,4.65,4.5
2016,14,4.68,4.5
2016,15,4.52,4.5
2016,16,3.73,3.5
2016,17,3.35,3.5
2016,18,2.56,2.5
2016,19,1.75,1.5
2016,20,0.57,0.5
2016,21,1.9,1.5
2016,22,5.19,5.5
2016,23,5.92,5.5
2016,0,4.74,4.5
2016,1,3.62,3.5
2016,2,1.7,1.5
2016,3,1.72,1.5
2016,4,1.84,1.5
2016,5,1.1,1.5
2016,6,0.78,0.5
2016,7,1.65,1.5
2016,8,4.63,4.5
2016,9,4.77,4.5
2016,10,3.93,3.5
2016,11,3.63,3.5
2016,12,5.1,5.5
2016,13,3.01,3.5
2016,14,3.65,3.5
2016,15,3.73,3.5
2016,16,3.95,3.5
2016,17,4.49,4.5
2016,18,4.54,4.5
2016,19,3.99,3.5
2016,20,3.27,3.5
2016,21,1.92,1.5
2016,22,1.3,1.5
2016,23,2.04,2.5
2016,0,2.26,2.5
2016,1,1.6,1.5
2016,2,1.14,1.5
2016,3,2.28,2.5
2016,4,2.02,2.5
2016,5,1.08,1.5
2016,6,0.81,0.5
2016,7,0.71,0.5
2016,8,0.5,0.5
2016,9,0.71,0.5
2016,10,1.46,1.5
2016,11,2.77,2.5
2016,12,4.6,4.5
2016,13,4.98,4.5
2016,14,5.15,5.5
2016,15,5.1,5.5
2016,16,4.83,4.5
2016,17,4.33,4.5
2016,18,3.7,3.5
2016,19,3.3,3.5
2016,20,3.58,3.5
2016,21,3.98,3.5
2016,22,3.34,3.5
2016,23,3.27,3.5
2016,0,3.08,3.5
2016,1,1.78,1.5
2016,2,1.65,1.5
2016,3,1.24,1.5
2016,4,1.02,1.5
2016,5,1.1,1.5
2016,6,0.92,0.5
2016,7,0.92,0.5
2016,8,0.64,0.5
2016,9,1,1.5
2016,10,1.5,1.5
2016,11,2.3,2.5
2016,12,2.2,2.5
2016,13,2.82,2.5
2016,14,2.72,2.5
2016,15,2.61,2.5
2016,16,2.75,2.5
2016,17,2.38,2.5
2016,18,2.02,2.5
2016,19,2.31,2.5
2016,20,3.62,3.5
2016,21,4,4.5
2016,22,2.43,2.5
2016,23,0.42,0.5
2016,0,1.33,1.5
2016,1,1.8,1.5
2016,2,1.08,1.5
2016,3,1.28,1.5
2016,4,3.48,3.5
2016,5,4.8,4.5
2016,6,4.3,4.5
2016,7,3.62,3.5
2016,8,3.61,3.5
2016,9,2.79,2.5
2016,10,1.22,1.5
2016,11,0.4,0.5
2016,12,0.67,0.5
2016,13,0.5,0.5
2016,14,0.63,0.5
2016,15,0.6,0.5
2016,16,1.1,1.5
2016,17,1.63,1.5
2016,18,1.43,1.5
2016,19,1.99,1.5
2016,20,1.96,1.5
2016,21,2.25,2.5
2016,22,1.33,1.5
2016,23,0.5,0.5
2016,0,1.5,1.5
2016,1,1.75,1.5
2016,2,1.5,1.5
2016,3,0.95,0.5
2016,4,0.78,0.5
2016,5,0.64,0.5
2016,6,0.63,0.5
2016,7,0.92,0.5
2016,8,0.45,0.5
2016,9,1.61,1.5
2016,10,2.79,2.5
2016,11,4.3,4.5
2016,12,4.78,4.5
2016,13,5.8,5.5
2016,14,4.98,4.5
2016,15,4.22,4.5
2016,16,4.24,4.5
2016,17,5.2,5.5
2016,18,5.02,5.5
2016,19,6.21,6.5
2016,20,6.74,6.5
2016,21,6.28,6.5
2016,22,4.68,4.5
2016,23,3.32,3.5
2016,0,2.82,2.5
2016,1,3.32,3.5
2016,2,1.75,1.5
2016,3,0.28,0.5
2016,4,0.76,0.5
2016,5,1.36,1.5
2016,6,1.79,1.5
2016,7,2.44,2.5
2016,8,3.94,3.5
2016,9,4.57,4.5
2016,10,4.7,4.5
2016,11,4.08,4.5
2016,12,3.72,3.5
2016,13,3.04,3.5
2016,14,2.24,2.5
2016,15,2.4,2.5
2016,16,2.32,2.5
2016,17,2.06,2.5
2016,18,2.42,2.5
2016,19,2.3,2.5
2016,20,2.16,2.5
2016,21,2.22,2.5
2016,22,0.89,0.5
2016,23,0.3,0.5
2016,0,1.39,1.5
2016,1,1.75,1.5
2016,2,2.51,2.5
2016,3,2.2,2.5
2016,4,1.8,1.5
2016,5,2.06,2.5
2016,6,2.02,2.5
2016,7,2.48,2.5
2016,8,3.72,3.5
2016,9,5.24,5.5
2016,10,5.88,5.5
2016,11,5.33,5.5
2016,12,4.01,4.5
2016,13,7.41,7.5
2016,14,7.56,7.5
2016,15,7.32,7.5
2016,16,7.18,7.5
2016,17,7.86,7.5
2016,18,7.99,7.5
2016,19,7.36,7.5
2016,20,6.46,6.5
2016,21,5.66,5.5
2016,22,5.02,5.5
2016,23,4.1,4.5
2016,0,3.86,3.5
2016,1,3.93,3.5
2016,2,3.91,3.5
2016,3,3.61,3.5
2016,4,3.3,3.5
2016,5,3.3,3.5
2016,6,3.37,3.5
2016,7,3.79,3.5
2016,8,3.75,3.5
2016,9,4.1,4.5
2016,10,4.93,4.5
2016,11,5.23,5.5
2016,12,4.81,4.5
2016,13,1.7,1.5
2016,14,3.03,3.5
2016,15,5.2,5.5
2016,16,6.11,6.5
2016,17,6.52,6.5
2016,18,6.43,6.5
2016,19,6.38,6.5
2016,20,5.2,5.5
2016,21,4.12,4.5
2016,22,2.97,2.5
2016,23,2.8,2.5
2016,0,2.05,2.5
2016,1,1,1.5
2016,2,0.5,0.5
2016,3,0.63,0.5
2016,4,0.76,0.5
2016,5,1.1,1.5
2016,6,1.1,1.5
2016,7,0.71,0.5
2016,8,2.62,2.5
2016,9,2.86,2.5
2016,10,1.91,1.5
2016,11,2.12,2.5
2016,12,1.9,1.5
2016,13,1.8,1.5
2016,14,1.2,1.5
2016,15,0.78,0.5
2016,16,1.58,1.5
2016,17,2.43,2.5
2016,18,2.6,2.5
2016,19,2.35,2.5
2016,20,2.33,2.5
2016,21,2.56,2.5
2016,22,1.71,1.5
2016,23,1,1.5
2016,0,0.32,0.5
2016,1,0.71,0.5
2016,2,1,1.5
2016,3,0.71,0.5
2016,4,1.03,1.5
2016,5,2.47,2.5
2016,6,3.41,3.5
2016,7,3.68,3.5
2016,8,3.69,3.5
2016,9,3.5,3.5
2016,10,3.1,3.5
2016,11,2.72,2.5
2016,12,2.21,2.5
2016,13,1.53,1.5
2016,14,1.32,1.5
2016,15,1,1.5
2016,16,0.22,0.5
2016,17,1.49,1.5
2016,18,2.38,2.5
2016,19,2.9,2.5
2016,20,4.3,4.5
2016,21,5.76,5.5
2016,22,5.7,5.5
2016,23,4.71,4.5
2016,0,4.16,4.5
2016,1,5.22,5.5
2016,2,6.02,6.5
2016,3,6.44,6.5
2016,4,6.95,6.5
2016,5,6.94,6.5
2016,6,6.17,6.5
2016,7,4.3,4.5
2016,8,5.07,5.5
2016,9,5.22,5.5
2016,10,5.02,5.5
2016,11,3.76,3.5
2016,12,2.28,2.5
2016,13,10.21,10.5
2016,14,6.53,6.5
2016,15,2.34,2.5
2016,16,1.24,1.5
2016,17,1.8,1.5
2016,18,1.89,1.5
2016,19,1.56,1.5
2016,20,4.34,4.5
2016,21,10.92,10.5
2016,22,3.7,3.5
2016,23,2.28,2.5
2016,0,1.64,1.5
2016,1,3.55,3.5
2016,2,4.93,4.5
2016,3,3.4,3.5
2016,4,2.02,2.5
2016,5,1,1.5
2016,6,2.56,2.5
2016,7,1.66,1.5
2016,8,0.32,0.5
2016,9,0.95,0.5
2016,10,1.22,1.5
2016,11,1.58,1.5
2016,12,1.84,1.5
2016,13,0.6,0.5
2016,14,0.71,0.5
2016,15,0.72,0.5
2016,16,1.06,1.5
2016,17,1.28,1.5
2016,18,1.42,1.5
2016,19,1.58,1.5
2016,20,2.01,2.5
2016,21,3.44,3.5
2016,22,3.08,3.5
2016,23,1.91,1.5
2016,0,1.14,1.5
2016,1,1.57,1.5
2016,2,2.2,2.5
2016,3,2.4,2.5
2016,4,1.64,1.5
2016,5,1.61,1.5
2016,6,2.15,2.5
2016,7,0,0.5
2016,8,1.25,1.5
2016,9,0.71,0.5
2016,10,0.81,0.5
2016,11,1.04,1.5
2016,12,1.7,1.5
2016,13,2.82,2.5
2016,14,3.47,3.5
2016,15,2.6,2.5
2016,16,1.96,1.5
2016,17,1.4,1.5
2016,18,0.94,0.5
2016,19,1.41,1.5
2016,20,2.02,2.5
2016,21,2.4,2.5
2016,22,2.22,2.5
2016,23,5.2,5.5
2016,0,4.08,4.5
2016,1,4.18,4.5
2016,2,3.14,3.5
2016,3,1.3,1.5
2016,4,0.2,0.5
2016,5,0.91,0.5
2016,6,1.7,1.5
2016,7,2.27,2.5
2016,8,1.7,1.5
2016,9,1.92,1.5
2016,10,1.58,1.5
